ticker,strategy,timeframe,entry_time,exit_time,TimeInDays,AvgTimeInMarketHours,StdTimeInMarket,NoOfTrades,RatioNegative,TotalProfit%,AvgProfitPerTrade%,ProfitPositive%,ProfitNegative%,ratio,MinCumulative%,MaxCumulative%,runup%,drawdown%,MinPrice,MaxPrice,var,TradesPerDay,AdjustedProfit%,APPD
BINANCE:FLMUSDT.P,Strategy v9.1,1m,2023-07-16 19:45:00,2023-07-22 03:39:00,5.329166666666667,1.7503703703703706,0.39895661887585726,3,33%,0.0008999999999999975,0.00029999999999999916,0.0013,-0.0004000000000000024,3.2,-0.00%,0.00%,3.5,2.6,0.0682,0.0698,0.0%,0.6,0.008999999999999975,0.001688819390148549
BINANCE:FLMUSDT.P,[CP] ChannelBreakOutStrategy,1m,2023-07-10 00:00:00,2023-07-31 16:42:00,21.695833333333336,0.004391052661158887,0.0037558109624933962,1977,99%,-1.8276999999999983,-0.0009244815376833578,0.007900000000000029,-1.8355999999999983,0.0,-0.00%,0.00%,0.3,0.3,0.0619,0.0783,0.3%,91.1,-18.276999999999983,-0.8424198194737844
BINANCE:FLMUSDT.P,[CP] Keltner Channels Strategy,1m,2023-07-10 01:19:00,2023-07-31 13:37:00,21.5125,0.07123966942148763,0.060042091731370296,121,89%,-0.12279999999999987,-0.0010148760330578501,0.01779999999999999,-0.14059999999999992,0.1,-0.00%,-0.12%,1.4,1.0,0.062,0.0758,0.2%,5.6,-1.2279999999999986,-0.057083091226031314
BINANCE:FLMUSDT.P,[CP] Momentum Strategy,1m,2023-07-10 00:15:00,2023-07-31 16:35:00,21.680555555555557,0.010991409660611169,0.010414309215397387,789,97%,-0.7469999999999996,-0.0009467680608365014,0.011400000000000006,-0.7583999999999995,0.0,-0.00%,-0.75%,0.5,0.5,0.0618,0.0782,0.3%,36.4,-7.469999999999995,-0.3445483664317743
BINANCE:FLOWUSDT.P,Strategy Mix v1.2,1m,2023-07-18 06:32:00,2023-07-19 00:05:00,0.7312500000000001,0.29250000000000004,,1,0%,0.011200000000000012,0.011200000000000012,0.011200000000000012,0.0,100.0,0.01%,0.01%,1.9,3.8,0.637,0.637,0.0%,0.0,0.11200000000000013,0.15316239316239333
BINANCE:FLOWUSDT.P,Strategy v10,1m,2023-07-24 09:00:00,2023-07-30 06:25:00,5.892361111111112,0.4295833333333333,0.45628029241565277,2,0%,0.017400000000000016,0.008700000000000008,0.017400000000000016,0.0,100.0,0.02%,0.02%,4.3,0.5,0.593,0.599,0.0%,0.3,0.17400000000000015,0.029529758397171504
BINANCE:FLOWUSDT.P,Strategy v2.1,1m,2023-07-17 06:03:00,2023-07-31 14:21:00,14.345833333333333,0.18482523914643123,0.12977076027408183,151,35%,0.11419999999999961,0.0007562913907284742,0.45359999999999845,-0.3394000000000002,1.3,-0.00%,0.18%,1.2,2.0,0.575,0.6459999999999999,0.1%,10.5,1.1419999999999961,0.07960499564333404
BINANCE:FLOWUSDT.P,Strategy v2.1,1s,2023-07-06 00:07:00,2023-07-26 07:48:27,20.320451388888888,0.07451131849515134,0.10391937855098249,317,25%,0.49639999999999196,0.00156593059936906,1.2167999999999959,-0.7204000000000021,1.7,0.01%,0.50%,1.0,1.3,0.5760000000000001,0.653,0.1%,15.6,4.96399999999992,0.24428591201050817
BINANCE:FLOWUSDT.P,Strategy v9.1,1m,2023-07-17 10:25:00,2023-07-19 00:06:00,1.570138888888889,0.6280555555555555,,1,0%,0.03520000000000004,0.03520000000000004,0.03520000000000004,0.0,100.0,0.04%,0.04%,10.3,1.3,0.609,0.609,0.0%,0.6,0.35200000000000037,0.224183989385228
BINANCE:FLOWUSDT.P,[CP] ChannelBreakOutStrategy,1m,2023-07-10 00:00:00,2023-07-31 18:40:00,21.777777777777782,0.004636968085106386,0.00396722170731441,1880,87%,-4.317999999999977,-0.002296808510638286,0.5603999999999976,-4.8783999999999645,0.1,-0.00%,0.01%,0.3,0.4,0.568,0.6659999999999999,0.2%,86.3,-43.17999999999977,-1.9827551020408054
BINANCE:FLOWUSDT.P,[CP] Keltner Channels Strategy,1m,2023-07-17 00:50:00,2023-07-31 00:48:00,13.998611111111112,0.15133633633633636,0.1951425062034332,37,59%,-0.03560000000000001,-0.0009621621621621623,0.13299999999999973,-0.16859999999999964,0.8,-0.00%,0.02%,2.1,1.2,0.579,0.6509999999999999,0.1%,2.6,-0.3560000000000001,-0.025431094354598675
BINANCE:FLOWUSDT.P,[CP] Momentum Strategy,1m,2023-07-17 00:23:00,2023-07-31 15:43:00,14.63888888888889,0.013188188188188182,0.013879585388999577,444,82%,-1.0052000000000076,-0.002263963963963981,0.3003999999999994,-1.3056000000000012,0.2,-0.00%,0.01%,0.5,0.5,0.5720000000000001,0.667,0.2%,30.3,-10.052000000000076,-0.6866641366223961
BINANCE:FOOTBALLUSDT.P,Strategy v2.1,1s,2023-07-05 00:39:00,2023-07-26 10:50:19,21.42452546296296,0.06065944929645804,0.07546511292147282,687,17%,455.27039999999994,0.6626934497816593,916.2739999999983,-461.0036000000019,2.0,-0.32%,98.62%,0.4,0.7,383.42,421.53,0.1%,32.1,4552.704,212.49964242476955
